timestamp;status_code;length;Ticker;Offset
2023-08-13 18:24:18;200;8981;AAPL;0
2023-08-13 18:24:42;200;8981;AAPL;0
2023-08-13 18:24:44;200;5092;MSFT;0
2023-08-13 18:24:45;200;8839;AMZN;0
2023-08-13 18:24:46;200;29471;NVDA;0
2023-08-13 18:24:47;200;32872;META;0
2023-08-13 18:24:48;200;26809;GOOGL;0
2023-08-13 18:24:50;200;5503;TSLA;0
2023-08-13 18:24:51;200;29734;GOOG;0
2023-08-13 18:24:52;200;3984;AVGO;0
2023-08-13 18:24:53;200;25120;PEP;0
2023-08-13 18:24:54;200;13616;COST;0
2023-08-13 18:24:55;200;1745;ADBE;0
2023-08-13 18:24:56;200;27473;CSCO;0
2023-08-13 18:24:57;200;10375;CMCSA;0
2023-08-13 18:24:58;200;12190;NFLX;0
2023-08-13 18:24:59;200;16638;AMD;0
2023-08-13 18:25:01;200;6341;TMUS;0
2023-08-13 18:25:02;200;9528;TXN;0
2023-08-13 18:25:03;200;5945;INTC;0
2023-08-13 18:25:04;200;14907;AMGN;0
2023-08-13 18:25:05;200;13724;INTU;0
2023-08-13 18:25:06;200;15012;QCOM;0
2023-08-13 18:25:07;200;38509;HON;0
2023-08-13 18:25:08;200;4735;BKNG;0
2023-08-13 18:25:10;200;32774;AMAT;0
2023-08-13 18:25:11;200;15911;SBUX;0
2023-08-13 18:25:12;200;19987;ISRG;0
2023-08-13 18:25:13;200;84051;ADP;0
2023-08-13 18:25:14;200;16880;MDLZ;0
2023-08-13 18:25:15;200;11842;GILD;0
2023-08-13 18:25:16;200;12563;ADI;0
2023-08-13 18:25:17;200;17409;VRTX;0
2023-08-13 18:25:18;200;6681;LRCX;0
2023-08-13 18:25:19;200;46148;REGN;0
2023-08-13 18:25:20;200;13853;MU;0
2023-08-13 18:25:21;200;12090;PYPL;0
2023-08-13 18:25:22;200;14471;MELI;0
2023-08-13 18:25:23;200;13841;PANW;0
2023-08-13 18:25:24;200;38510;KLAC;0
2023-08-13 18:25:25;200;5788;SNPS;0
2023-08-13 18:25:26;200;13465;CHTR;0
2023-08-13 18:25:27;200;12762;MAR;0
2023-08-13 18:25:28;200;11368;CSX;0
2023-08-13 18:25:29;200;2313;CDNS;0
2023-08-13 18:25:30;200;11121;MNST;0
2023-08-13 18:25:31;200;24884;ASML;0
2023-08-13 18:25:32;200;71964;ORLY;0
2023-08-13 18:25:33;200;3186;ABNB;0
2023-08-13 18:25:34;200;11387;NXPI;0
2023-08-13 18:25:35;200;1517;PDD;0
2023-08-13 18:25:36;200;7984;CTAS;0
2023-08-13 18:25:37;200;10047;MRVL;0
2023-08-13 18:25:38;200;85919;KDP;0
2023-08-13 18:25:39;200;26982;FTNT;0
2023-08-13 18:25:40;200;36989;WDAY;0
2023-08-13 18:25:41;200;20325;LULU;0
2023-08-13 18:25:42;200;19280;PAYX;0
2023-08-13 18:25:43;200;22358;ODFL;0
2023-08-13 18:25:44;200;45768;PCAR;0
2023-08-13 18:25:45;200;11741;MCHP;0
2023-08-13 18:25:46;200;7534;ADSK;0
2023-08-13 18:25:47;200;7141;DXCM;0
2023-08-13 18:25:48;200;13409;KHC;0
2023-08-13 18:25:49;200;19107;IDXX;0
2023-08-13 18:25:50;200;24460;CPRT;0
2023-08-13 18:25:51;200;31662;AEP;0
2023-08-13 18:25:52;200;26745;AZN;0
2023-08-13 18:25:53;200;3963;ON;0
2023-08-13 18:25:54;200;12692;EXC;0
2023-08-13 18:25:55;200;11522;BIIB;0
2023-08-13 18:25:56;200;16777;ROST;0
2023-08-13 18:25:57;200;18516;MRNA;0
2023-08-13 18:25:58;200;14413;SGEN;0
2023-08-13 18:25:59;200;12930;BKR;0
2023-08-13 18:26:00;200;16336;CTSH;0
2023-08-13 18:26:01;200;31283;CEG;0
2023-08-13 18:26:02;200;18577;VRSK;0
2023-08-13 18:26:03;200;36930;WBD;0
2023-08-13 18:26:04;200;7357;EA;0
2023-08-13 18:26:05;200;5931;CRWD;0
2023-08-13 18:26:06;200;20515;TTD;0
2023-08-13 18:26:07;200;18078;CSGP;0
2023-08-13 18:26:08;200;42821;XEL;0
2023-08-13 18:26:09;200;33291;FAST;0
2023-08-13 18:26:10;200;13433;GEHC;0
2023-08-13 18:26:11;200;17028;DLTR;0
2023-08-13 18:26:12;200;17542;GFS;0
2023-08-13 18:26:13;200;11465;TEAM;0
2023-08-13 18:26:14;200;15591;ILMN;0
2023-08-13 18:26:15;200;23990;FANG;0
2023-08-13 18:26:16;200;43350;ALGN;0
2023-08-13 18:26:17;200;17347;DDOG;0
2023-08-13 18:26:18;200;16867;ANSS;0
2023-08-13 18:26:19;200;22509;WBA;0
2023-08-13 18:26:20;200;17303;EBAY;0
2023-08-13 18:26:21;200;25811;ZS;0
2023-08-13 18:26:22;200;17170;ENPH;0
2023-08-13 18:26:23;200;9122;SIRI;0
2023-08-13 18:26:24;200;17693;ZM;0
2023-08-13 18:26:25;200;24031;JD;0
2023-08-13 18:26:26;200;13217;LCID;0
